imię,nazwisko,ulica,numer_domu,miasto,numer_telefonu,wiek
Damian,Cader,Radosna,142,Chrzanów,+48 515 634 342,39
Apolonia,Mateńko,Modrzewiowa,34,Jarocin,699 582 492,58
Piotr,Milewczyk,Lazurowa,141,Rybnik,22 558 58 70,80
Justyna,Wrochna,Pogodna,65,Gorlice,+48 574 491 597,77
Olaf,Gogol,Mazurska,83,Tczew,+48 600 506 453,31
Adam,Klebba,Dąbrowskiej,122,Żory,+48 731 843 533,31
Juliusz,Paluszak,Odrzańska,120,Wieluń,32 616 98 04,51
Kajetan,Mądrzak,Bolesława Chrobrego,12,Marki,882 378 752,19
Tadeusz,Grzebyk,Zapolskiej,2,Gdańsk,697 915 705,71
Olgierd,Kołaczyk,Stolarska,49,Chojnice,+48 503 193 690,28
Nicole,Stosio,Sowia,44,Legionowo,784 335 237,59
Janina,Kasiak,Wrzosowa,30,Marki,+48 791 080 050,73
Hubert,Miętka,Matejki,151,Legnica,+48 721 947 869,58
Konstanty,Wojtera,Dojazdowa,4,Gorlice,+48 533 338 499,64
Dawid,Słabosz,Kasprowicza,83,Skarżysko-Kamienna,+48 22 813 96 96,71
Leon,Smyl,Głowackiego,96,Kołobrzeg,571 295 894,50
Michał,Bugiel,Błękitna,57,Chorzów,667 155 401,19
Jan,Stąpor,Turkusowa,42,Białystok,+48 724 515 422,58
Julianna,Linka,Sarnia,81,Koszalin,888 849 472,38
Aleks,Grygorcewicz,Drzymały,36,Nowy Dwór Mazowiecki,+48 572 699 206,21
Mariusz,Podleśna,Kaliska,5,Zamość,+48 694 090 782,47
Alex,Pacyga,Srebrna,23,Elbląg,786 075 359,52
Stanisław,Kordys,Niecała,13,Reda,22 253 95 72,24
Ewa,Golak,Długosza,6,Żagań,730 184 036,25
Melania,Gral,Miarki,31,Wieluń,600 400 873,45
Kacper,Kubisz,Rzemieślnicza,125,Gdańsk,722 904 663,67
Eliza,Kohut,Robotnicza,1,Sochaczew,574 011 494,78
Jan,Roter,Grunwaldzka,43,Legnica,+48 785 339 642,63
Tomasz,Uziębło,Żeromskiego,129,Gdańsk,795 504 557,61
Karina,Paździora,Sarnia,99,Brodnica,32 648 47 98,39
Konstanty,Korek,Jadwigi,51,Zabrze,22 182 81 97,59
Dominik,Stępka,Lelewela,24,Lubartów,735 177 588,26
Malwina,Grzelczyk,Wiosenna,149,Żagań,+48 604 572 659,76
Adrianna,Moryc,Żurawia,74,Otwock,+48 511 413 703,78
Tymoteusz,Zbrożek,Łabędzia,121,Ząbki,724 750 565,67
Gaja,Pych,Turystyczna,57,Myszków,+48 736 321 684,80
Stefan,Zbrożek,Wrzosowa,61,Dąbrowa Górnicza,+48 735 986 105,40
Liwia,Sośniak,Storczykowa,105,Leszno,+48 887 473 802,62
Dariusz,Owsianka,Zapolskiej,82,Sandomierz,+48 664 763 630,72
Przemysław,Wieczerzak,Mazowiecka,125,Będzin,667 406 605,38
Eryk,Gwardiak,Okrzei,80,Tomaszów Mazowiecki,+48 510 279 526,24
Elżbieta,Mila,Zamkowa,155,Tarnobrzeg,32 997 30 87,31
Patryk,Ryszkiewicz,Matejki,135,Wyszków,691 501 791,51
Alan,Plona,Powstańców Wielkopolskich,36,Łowicz,+48 537 329 706,48
Andrzej,Krzywonos,Porzeczkowa,152,Bielsko-Biała,578 530 202,47
Kornelia,Kordus,Plater,147,Szczytno,+48 515 458 113,53
Ewa,Miąsik,Młynarska,39,Mińsk Mazowiecki,792 666 194,71
Alan,Fijak,Cisowa,139,Grudziądz,+48 32 233 39 22,78
Bianka,Gonet,Lazurowa,104,Zabrze,+48 732 502 917,40
Leonard,Och,Jaskółcza,109,Augustów,506 971 230,28
Nela,Szymańczyk,Spacerowa,35,Nowy Targ,+48 796 039 820,53
Nataniel,Ekert,Fabryczna,129,Sanok,+48 22 784 08 90,74
Blanka,Dykas,Niecała,144,Jawor,32 134 90 14,74
Iwo,Hak,Czereśniowa,59,Zielona Góra,+48 723 152 848,43
Karina,Kozłowicz,Rajska,94,Kędzierzyn-Koźle,731 034 881,49
Sonia,Hadaś,Szeroka,25,Czerwionka-Leszczyny,+48 739 101 980,31
Gabriel,Jędrusiak,Matejki,144,Swarzędz,+48 519 689 988,39
Szymon,Rakus,Wałowa,107,Mysłowice,661 006 535,64
Kacper,Dziadkowiec,Mickiewicza,8,Chełm,665 099 311,47
Józef,Majdan,Gajowa,11,Stalowa Wola,531 107 407,59
Adrianna,Fiołka,Krzywa,62,Ostrowiec Świętokrzyski,+48 531 363 421,52
Melania,Kunka,Wysoka,126,Ostrów Mazowiecka,+48 723 198 681,22
Mateusz,Windak,Wybickiego,86,Nowa Sól,+48 514 971 566,21
Hubert,Janowiak,Cedrowa,128,Polkowice,+48 788 426 672,40
Dagmara,Krakowczyk,Starowiejska,16,Zgierz,534 619 077,30
Krystian,Jakimiak,Willowa,4,Zamość,503 702 617,35
Sandra,Ekert,Sowia,15,Elbląg,+48 669 881 615,58
Antoni,Kasak,Błękitna,145,Zgorzelec,+48 734 202 955,78
Blanka,Szyba,Staffa,25,Wrocław,533 262 764,68
Borys,Ulfik,Szkolna,143,Nowy Dwór Mazowiecki,786 156 403,54
Piotr,Cydzik,Szewska,156,Wieluń,+48 570 460 387,30
Kacper,Wesoła,Wieniawskiego,53,Starachowice,788 390 087,59
Aleksander,Mydlarz,Krasickiego,26,Chojnice,+48 786 114 663,37
Gustaw,Ceran,Bukowa,23,Krotoszyn,792 331 561,77
Gaja,Jaje,Krucza,93,Elbląg,32 661 37 51,51
Rozalia,Tokarek,Zapolskiej,52,Wągrowiec,609 668 791,75
Arkadiusz,Chabior,Armii Krajowej,104,Gdańsk,+48 501 356 923,76
Julian,Michel,Piekarska,76,Lubin,+48 572 902 337,34
Rozalia,Gapys,Paderewskiego,39,Bochnia,793 500 225,32
Maurycy,Mordal,Osiedlowa,116,Wyszków,+48 509 426 314,53
Nicole,Paprotny,Kolonia,107,Chojnice,+48 696 854 090,34
Aniela,Drwięga,Jaworowa,100,Piekary Śląskie,514 452 136,63
Mariusz,Steinke,Klasztorna,60,Jaworzno,+48 788 766 152,50
Jeremi,Smela,Korfantego,60,Tychy,695 379 205,27
Cyprian,Dworczak,Wierzbowa,24,Tomaszów Mazowiecki,+48 793 606 529,45
Nela,Bulczak,Cisowa,54,Świętochłowice,505 635 866,25
Andrzej,Rębiś,Kilińskiego,99,Piła,+48 538 191 653,51
Anastazja,Tuzimek,Rubinowa,124,Jasło,+48 791 152 618,61
Leon,Karkut,Jodłowa,92,Kędzierzyn-Koźle,+48 883 155 586,46
Cezary,Galek,Pszenna,145,Ostróda,784 037 113,37
Jakub,Mitek,Sadowa,69,Ostrołęka,738 516 607,20
Kamil,Pawełkiewicz,Bydgoska,61,Kraków,+48 515 959 067,35
Ernest,Kurzyna,Rolnicza,19,Nowy Sącz,+48 690 510 113,72
Stanisław,Czubaj,Długosza,10,Krotoszyn,+48 32 161 63 79,23
Adrian,Bzdęga,Błękitna,115,Płońsk,601 071 711,53
Mieszko,Wojtalewicz,Lawendowa,35,Radomsko,+48 600 062 879,75
Aleks,Kleinschmidt,Sikorskiego,122,Oleśnica,737 614 592,62
Daniel,Wąsek,Wieniawskiego,102,Zduńska Wola,889 813 310,59
Sylwia,Czerner,Korfantego,20,Brodnica,574 232 119,55
Karina,Dyczko,Jastrzębia,156,Kutno,+48 784 407 567,67
Kornel,Karkut,Rataja,88,Częstochowa,734 198 315,33
Jan,Mazik,Targowa,2,Lubliniec,+48 532 981 072,26
Kornelia,Ropiak,Zielna,146,Zgierz,+48 727 582 606,80
Mariusz,Kazek,Górska,134,Płock,514 567 528,46
Jakub,Buś,Pogodna,50,Zgorzelec,+48 32 227 31 97,31
Tola,Sapeta,Jastrzębia,1,Nowa Ruda,725 931 277,47
Cyprian,Niklewicz,Makowa,89,Oświęcim,32 366 92 21,79
Bruno,Drobniak,Ludowa,48,Starogard Gdański,+48 882 827 348,70
Marcelina,Myszak,Północna,15,Dzierżoniów,888 629 081,75
Rafał,Zieniewicz,Strumykowa,112,Dębica,+48 507 820 671,61
Roksana,Małota,Jałowcowa,147,Elbląg,+48 572 315 711,76
Aleksander,Nyc,Bema,1,Sieradz,505 560 581,47
Juliusz,Woroch,Agrestowa,43,Przemyśl,+48 531 348 876,47
Krzysztof,Kuder,Jana Sobieskiego,17,Toruń,571 951 277,52
Aleks,Wyskiel,Torowa,120,Śrem,+48 513 858 836,52
Filip,Paliga,Stawowa,24,Kluczbork,511 875 728,20
Ida,Łyczek,Powstańców Wielkopolskich,50,Ząbki,+48 722 327 668,67
Nataniel,Strzępek,Waryńskiego,43,Biłgoraj,+48 32 245 24 32,34
Dariusz,Jakubiuk,Kościuszki,46,Opole,+48 784 537 268,79
Cyprian,Lesisz,Jagodowa,118,Tarnów,+48 667 006 759,32
Damian,Gramza,Kamienna,107,Poznań,+48 734 171 317,52
Tomasz,Mrozowicz,Jana Sobieskiego,99,Poznań,726 452 155,44
Łukasz,Maciocha,Topolowa,87,Ostrowiec Świętokrzyski,+48 507 341 108,27
Mariusz,Teper,Kaszubska,11,Malbork,32 603 08 05,23
Borys,Indyka,Asnyka,67,Kutno,691 505 201,29
Ignacy,Sypek,Jaskółcza,111,Mysłowice,575 113 046,41
Olaf,Otremba,Piłsudskiego,43,Suwałki,+48 880 913 909,68
Mieszko,Stoltman,Wesoła,74,Olsztyn,+48 798 252 702,25
Gaja,Fac,Robotnicza,51,Pruszcz Gdański,661 941 812,27
Marek,Dryka,Szymanowskiego,102,Kłodzko,+48 574 291 309,57
Natan,Twardzik,Żabia,102,Myszków,572 811 269,73
Przemysław,Hanc,Cmentarna,119,Świebodzice,+48 729 647 167,50
Artur,Rząca,Królewska,4,Brodnica,+48 22 658 80 33,51
Anastazja,Dziadowicz,Jeżynowa,83,Radom,+48 22 640 40 62,55
Alan,Smal,Niepodległości,75,Wołomin,+48 576 378 245,57
Karina,Klama,Nowa,155,Gorzów Wielkopolski,+48 692 793 322,21
Wiktor,Bakun,Stroma,75,Kędzierzyn-Koźle,+48 789 487 158,76
Antoni,Forma,Szafirowa,99,Turek,512 767 474,58
Daniel,Rudzik,Poniatowskiego,11,Świecie,+48 669 477 509,41
Julian,Kostorz,Maczka,146,Leszno,690 063 734,43
Urszula,Kwapień,Pogodna,111,Tarnobrzeg,698 500 823,39
Miłosz,Matejczuk,Maczka,156,Piotrków Trybunalski,+48 724 031 975,50
Mieszko,Ważna,Strumykowa,40,Puławy,730 875 788,51
Róża,Klinkosz,Tuwima,100,Wągrowiec,+48 22 975 82 07,25
Franciszek,Sidorczuk,Kolonia,147,Bochnia,+48 727 588 345,35
Cyprian,Rembisz,Spacerowa,82,Kraków,+48 502 933 531,53
Szymon,Kołpak,Grunwaldzka,154,Łowicz,575 896 164,35
Stefan,Gogola,Hutnicza,2,Gorlice,889 634 510,59
Julian,Marat,Górna,112,Płock,533 137 485,80
Iwo,Kominiak,Słowackiego,28,Kraków,+48 601 164 521,27
Elżbieta,Dziadura,Skrajna,114,Cieszyn,886 990 399,20
Adrian,Hadała,Pocztowa,127,Sosnowiec,32 589 24 37,33
Stanisław,Hnat,Jabłoniowa,71,Tomaszów Mazowiecki,729 614 089,71
Oliwier,Rapa,Głogowa,107,Zgierz,576 918 064,73
Maks,Maciejko,Kielecka,97,Kraków,32 034 22 39,33
Aleksander,Sojda,Przemysłowa,80,Czeladź,795 973 474,75
Anita,Surmiak,Browarna,56,Krosno,538 753 281,54
Jerzy,Gołota,Dworska,126,Suwałki,889 934 749,72
Maciej,Smektała,Rajska,84,Świecie,695 290 042,23
Igor,Różak,Bolesława Chrobrego,144,Goleniów,883 225 668,34
Albert,Tusk,Handlowa,100,Myszków,+48 728 097 100,54
Nataniel,Lalak,Ceglana,146,Ząbki,500 024 077,32
Jakub,Chlebda,Okrężna,59,Czechowice-Dziedzice,+48 537 058 657,53
Jan,Strojna,Łąkowa,158,Olsztyn,694 470 899,66
Fryderyk,Głownia,Zamkowa,93,Zgierz,+48 22 392 77 84,37
Fabian,Miechowicz,Browarna,45,Bydgoszcz,32 723 32 12,22
Alan,Bąbel,Wypoczynkowa,2,Jaworzno,736 109 405,48
Kamil,Kozdrój,Królewska,153,Gniezno,+48 505 058 396,35
Julian,Wochnik,Korczaka,151,Dzierżoniów,785 670 656,38
Marika,Kuchciak,Szmaragdowa,158,Nowy Dwór Mazowiecki,788 770 837,44
Oliwier,Waszczyk,Narcyzowa,50,Wejherowo,530 724 718,30
Damian,Moj,Cyprysowa,47,Pruszków,787 352 557,44
Jakub,Aleksander,Gajowa,151,Ostróda,22 980 21 73,45
Gustaw,Seweryniak,Krzywa,80,Krotoszyn,660 014 398,76
Adam,Wiak,Turystyczna,125,Dębica,722 877 335,49
Szymon,Brudny,Armii Krajowej,152,Polkowice,+48 535 716 377,27
Blanka,Strzoda,Częstochowska,65,Płock,22 846 47 29,38
Tymoteusz,Sydor,Rajska,139,Wyszków,574 353 155,36
Ewa,Kaletka,Jałowcowa,76,Nowa Ruda,+48 606 380 826,46
Elżbieta,Grzela,Prosta,116,Jaworzno,+48 699 306 252,18
Agnieszka,Wojnicz,Tylna,52,Biała Podlaska,+48 506 357 738,60
Olga,Bidas,Jaworowa,3,Płock,+48 725 941 464,37
Jędrzej,Zimmer,Kalinowa,144,Legnica,+48 735 830 557,76
Leonard,Basa,Łabędzia,94,Myszków,+48 606 916 437,51
Borys,Ważny,Słowianska,37,Zambrów,+48 782 218 410,61
Eliza,Ślipek,Turkusowa,31,Płock,695 350 701,35
Alex,Bona,Mostowa,99,Żary,603 660 458,63
Julianna,Kuzior,Armii Krajowej,57,Tarnowskie Góry,731 718 995,57
Urszula,Strójwąs,Jaworowa,13,Reda,+48 660 453 960,57
Jan,Igras,Kwiatowa,20,Kołobrzeg,+48 667 072 551,20
Stanisław,Achtelik,Ptasia,42,Świdnica,664 015 415,51
Kamil,Litewka,Niepodległości,153,Świebodzice,+48 537 905 717,51
Ignacy,Sibiga,Irysowa,58,Radom,508 179 999,39
Tomasz,Siarkiewicz,Targowa,157,Chełm,+48 22 025 88 58,79
Konstanty,Łosiewicz,Wyspiańskiego,15,Gdańsk,780 030 999,31
Robert,Strzyż,Baczynskiego,151,Szczecin,606 297 887,28
Lidia,Szyc,Daszyńskiego,54,Kędzierzyn-Koźle,698 598 557,45
Konrad,Marcińczyk,Orzechowa,27,Kwidzyn,664 826 163,61
Cyprian,Kuba,Spokojna,65,Świnoujście,+48 32 748 34 22,75
Natan,Dej,Borówkowa,144,Częstochowa,+48 536 681 042,77
Fabian,Merda,Wojciecha,71,Pabianice,+48 514 440 251,73
Angelika,Salwin,Rolnicza,137,Kutno,+48 661 700 075,56
Julianna,Kolarczyk,Sportowa,2,Turek,32 535 70 87,20
Marianna,Szpara,Drzymały,118,Cieszyn,799 555 075,34
Antoni,Dębniak,Listopada,36,Goleniów,+48 694 187 623,41
Julita,Roj,Szafirowa,135,Tarnobrzeg,725 450 237,66
Jacek,Wawrzeńczyk,Boczna,72,Racibórz,725 481 415,42
Anita,Kwapień,Opolska,103,Luboń,603 938 819,18
Ida,Gieroń,Krańcowa,157,Tczew,+48 781 087 056,54
Aleksander,Słoń,Fabryczna,126,Nowy Sącz,+48 887 725 900,20
Marek,Seta,Kusocińskiego,141,Gliwice,+48 22 222 60 78,61
Maurycy,Szczudło,Kamienna,19,Przemyśl,32 422 33 67,27
Liwia,Węgier,Jadwigi,3,Wodzisław Śląski,+48 730 973 122,30
Norbert,Sieczko,Cmentarna,149,Krotoszyn,+48 32 552 26 60,71
Maurycy,Labudda,Głowackiego,6,Oława,667 328 706,66
Jacek,Potyrała,Lotnicza,159,Nowy Sącz,507 768 254,39
Róża,Szlachcic,Dębowa,36,Września,889 719 319,34
Krystian,Banachowicz,Daleka,159,Czechowice-Dziedzice,+48 607 924 655,56
Jakub,Sawko,Gajowa,133,Głogów,732 672 254,79
Leon,Ruchała,Diamentowa,94,Jawor,739 332 256,59
Julian,Judek,Tylna,20,Chrzanów,+48 720 135 210,42
Kajetan,Mijas,Kolonia,75,Augustów,32 177 71 68,34
Sara,Nowrot,Ptasia,115,Bochnia,602 877 559,79
Maurycy,Grzegorzak,Częstochowska,61,Biała Podlaska,720 382 406,51
Blanka,Pachuta,Cedrowa,15,Cieszyn,32 366 93 54,65
Antoni,Jaźwiec,Fredry,125,Starogard Gdański,666 015 225,24
Tobiasz,Liśkiewicz,Jana Pawła II,83,Słupsk,783 320 126,69
Maksymilian,Troć,Kolonia,124,Żyrardów,+48 725 927 160,62
Urszula,Reszke,Sadowa,108,Brodnica,+48 508 883 045,79
Daniel,Dziuda,Widok,137,Piaseczno,+48 797 606 044,77
Angelika,Dub,Narcyzowa,126,Nowa Ruda,531 509 437,66
Olgierd,Łukowicz,Piwna,55,Jaworzno,720 984 099,32
Patryk,Zaczyk,Kamienna,144,Biłgoraj,+48 792 798 882,33
Emil,Darłak,Krokusowa,147,Siedlce,662 605 466,23
Anna Maria,Wiencek,Źródlana,136,Sanok,+48 536 744 784,33
Miłosz,Dzidek,Leśna,157,Koszalin,+48 575 990 354,32
Tomasz,Zysk,Wieniawskiego,138,Wągrowiec,+48 889 422 841,69
Klara,Tusk,Zbożowa,38,Stalowa Wola,+48 22 716 38 69,30
Daniel,Matela,Wiązowa,107,Chrzanów,799 564 239,79
Antoni,Kyc,Głowackiego,48,Zielona Góra,+48 506 245 824,63
Sandra,Witos,Żytnia,133,Reda,+48 797 263 240,57
Anastazja,Szyndler,Tylna,96,Ostrów Wielkopolski,781 678 943,64
Konrad,Składanek,Rzeczna,143,Radom,+48 32 093 12 91,42
Inga,Tekieli,Pocztowa,138,Kraków,692 512 529,62
Ksawery,Piechura,Jeziorna,60,Chorzów,570 589 938,31
Kacper,Solich,Szczęśliwa,137,Radomsko,737 933 964,34
Rozalia,Rozynek,Zielona,119,Chojnice,22 086 18 82,42
Nikodem,Rosada,Jaskółcza,106,Ostrowiec Świętokrzyski,887 321 507,47
Mariusz,Rurarz,Targowa,120,Tomaszów Mazowiecki,883 477 303,69
Michał,Materek,Mała,3,Bochnia,511 975 606,67
Janina,Jakubaszek,Grunwaldzka,93,Jasło,+48 573 456 832,64
Stefan,Rejmak,Okrężna,11,Gorzów Wielkopolski,786 972 459,28
Urszula,Surmiak,Bukowa,151,Wałbrzych,736 615 818,78
Urszula,Dąbrówka,Parkowa,12,Pruszcz Gdański,600 180 284,58
Gabriel,Kokosza,Radosna,19,Pruszków,+48 696 483 977,42
Alan,Wiak,Kościuszki,20,Radom,+48 793 755 501,61
Tola,Galik,Grzybowa,62,Wodzisław Śląski,731 487 143,70
Klara,Bejnarowicz,Baczynskiego,57,Lublin,+48 514 786 158,45
Kornelia,Ścibisz,Nowowiejska,36,Kraśnik,+48 576 740 073,61
Kornel,Skierka,Składowa,36,Mikołów,+48 576 619 713,71
Krystian,Zys,Rzeczna,44,Polkowice,+48 570 425 894,37
Sara,Wójt,Ogrodowa,146,Turek,882 170 855,63
Jan,Wijata,Willowa,44,Kłodzko,+48 22 743 13 52,75
Olgierd,Mojsa,Powstańców Wielkopolskich,3,Kłodzko,+48 798 237 450,55
Iwo,Perlik,Piłsudskiego,127,Chełm,602 134 118,26
Jerzy,Pilich,Stolarska,148,Żagań,+48 696 651 025,71
Andrzej,Tecław,Owocowa,104,Gorlice,503 656 726,26
Tola,Jarema,Dolna,21,Koszalin,538 508 589,59
Piotr,Wołoszczuk,Fabryczna,93,Nowy Targ,+48 32 813 30 42,66
Liwia,Piaseczna,Jana III Sobieskiego,40,Środa Wielkopolska,+48 570 518 513,80
Ewa,Piejko,Nałkowskiej,85,Wałcz,+48 579 803 250,31
Angelika,Sadowy,Miodowa,4,Kraków,737 360 446,37
Jan,Dzikiewicz,Czereśniowa,62,Olkusz,782 915 002,57
Norbert,Reszke,Rybacka,81,Wałbrzych,+48 728 125 181,28
Tobiasz,Linkiewicz,Gdańska,31,Pabianice,570 857 503,65
Oskar,Janiga,Zwycięstwa,88,Pruszków,+48 668 963 396,53
Gaja,Lepak,Kielecka,103,Zawiercie,666 238 980,56
Mikołaj,Rut,Konstytucji 3 Maja,132,Luboń,722 352 141,65
Marcin,Skubała,Bolesława Krzywoustego,129,Sopot,+48 699 386 093,29
Mateusz,Bidas,Jesienna,68,Jastrzębie-Zdrój,+48 22 814 07 91,66
Jakub,Morys,Zaułek,88,Sopot,502 850 742,22
Kornelia,Letkiewicz,Owocowa,137,Wałcz,732 105 475,50
Janina,Tasarz,Hallera,111,Bełchatów,539 333 696,51
Wojciech,Ziętal,Borowa,9,Marki,+48 500 895 703,69
Arkadiusz,Czochara,Strzelecka,7,Łowicz,666 511 985,45
Damian,Kuśka,Morelowa,43,Lubartów,+48 536 830 021,29
Maks,Maćków,Jesionowa,105,Lubartów,782 962 098,56
Jan,Dzienis,Miarki,32,Augustów,789 988 421,55
Dawid,Szpara,Lawendowa,6,Rybnik,+48 738 339 883,54
Fryderyk,Woszczyna,Borówkowa,89,Starachowice,+48 791 700 543,52
Arkadiusz,Jama,Kasprowicza,140,Września,780 556 523,34
Jacek,Kłosiewicz,Staffa,21,Łaziska Górne,+48 698 628 461,67
Olga,Jaracz,Jałowcowa,16,Przemyśl,+48 573 835 570,48
Klara,Czerwionka,Wałowa,125,Iława,+48 605 622 332,76
Dagmara,Posłuszny,Zachodnia,56,Starogard Gdański,32 939 19 67,77
Krystyna,Janoszka,Mieszka I,111,Kraków,783 347 361,33
Julita,Płoskonka,Sucharskiego,7,Tychy,668 736 782,33
Natan,Frydrychowicz,Kossaka,10,Knurów,32 897 68 65,24
Józef,Macias,Reja,93,Mińsk Mazowiecki,724 982 541,31
Elżbieta,Naglik,Robotnicza,137,Biała Podlaska,882 566 716,70
Gaja,Cop,Poprzeczna,6,Bydgoszcz,782 251 017,24
Michał,Kazimierczuk,Widokowa,79,Ełk,+48 509 332 707,65
Radosław,Luberda,Pałacowa,33,Oświęcim,604 077 563,20
Marika,Dziurla,Morska,100,Skawina,726 194 520,50
Emil,Mycek,Piastowska,132,Otwock,+48 517 402 338,63
Blanka,Góraj,Sadowa,159,Wągrowiec,786 038 722,54
Cezary,Olewniczak,Kaszubska,106,Krosno,576 858 442,36
Karol,Potęga,Górska,103,Katowice,500 665 484,64
Józef,Weremczuk,Składowa,118,Łowicz,787 001 277,18
Aleksander,Noszczyk,Cyprysowa,73,Ząbki,+48 22 062 04 57,29
Marcel,Kuder,Lazurowa,156,Polkowice,576 712 174,39
Nataniel,Maksym,Handlowa,60,Ostróda,+48 792 074 559,18
Krzysztof,Pochroń,Maczka,31,Grudziądz,+48 666 456 845,72
Nela,Lenik,Mieszka I,78,Gniezno,32 260 96 65,59
Michał,Borczyk,Kruczkowskiego,61,Otwock,+48 501 659 171,50
Józef,Kretek,Słowackiego,147,Tczew,+48 735 604 701,19
Błażej,Andrearczyk,Sportowa,40,Kościan,+48 731 830 052,56
Nicole,Grzebyk,Lotnicza,45,Grudziądz,503 303 952,30
Natasza,Szara,Armii Krajowej,134,Krotoszyn,+48 539 721 744,53
Adrian,Majewicz,Stroma,5,Zakopane,+48 726 005 640,58
Aleks,Sajnóg,Wojciecha,136,Zgorzelec,791 681 621,56
Jerzy,Patyna,Sienkiewicza,127,Bielawa,+48 22 798 42 50,69
Adrianna,Pasiak,Norwida,107,Czechowice-Dziedzice,+48 534 010 612,66
Cyprian,Kwapis,Skośna,75,Kutno,506 901 426,56
Sebastian,Smela,Zielona,52,Rybnik,+48 784 052 393,49
Tymon,Łodej,Wierzbowa,67,Kluczbork,+48 519 128 026,75
Klara,Wosiek,Jaskółcza,36,Żywiec,+48 601 523 980,31
Emil,Zawartka,Jeżynowa,114,Łowicz,+48 32 719 93 87,23
Dominik,Duszczak,Wiklinowa,107,Świdnik,+48 692 063 023,42
Tomasz,Wilkos,Złota,2,Żyrardów,697 477 626,70
Witold,Dyszkiewicz,Łabędzia,78,Koło,32 225 12 21,38
Adam,Moryc,Górnicza,24,Tczew,+48 796 669 831,55
Gabriel,Cetera,Szafirowa,155,Krosno,511 817 649,45
Kalina,Piwek,Konopnickiej,104,Pruszcz Gdański,694 884 252,42
Daniel,Roda,Krzywa,90,Lubliniec,+48 579 196 022,19
Bianka,Mikoda,Zakątek,92,Płock,+48 32 913 73 40,71
Radosław,Knieć,Niepodległości,141,Sochaczew,+48 500 123 280,80
Liwia,Trojanek,Spokojna,20,Czerwionka-Leszczyny,515 056 004,40
Konrad,Sapeta,Zakątek,5,Łomża,+48 22 932 63 57,34
Rozalia,Trepczyk,Zbożowa,95,Zduńska Wola,720 770 197,77
Piotr,Sakwa,Ludowa,107,Rzeszów,662 809 763,32
Sebastian,Lewicz,Orzechowa,50,Brzeg,+48 690 418 714,34
Agnieszka,Nastały,Makowa,84,Zielona Góra,662 631 235,73
Olgierd,Tolak,Olchowa,86,Bartoszyce,726 275 895,66
Kamila,Szkopek,Maczka,119,Oława,886 300 674,40
Tymon,Kacperczyk,Sokola,120,Płock,+48 782 208 493,74
Inga,Dąbkiewicz,Śląska,119,Legnica,664 798 416,42
Julianna,Skup,Pałacowa,77,Sosnowiec,+48 799 028 080,64
Nicole,Matulka,Srebrna,154,Nowa Sól,535 372 501,60
Anna Maria,Hanzel,Lipowa,56,Sochaczew,+48 737 522 381,41
Ernest,Stochel,Strażacka,125,Cieszyn,725 313 826,19
Konrad,Duras,Rynek,106,Police,502 126 309,67
Kalina,Dziewit,Zaułek,97,Żory,+48 22 555 63 91,33
Julianna,Truchel,Leszczynowa,127,Dzierżoniów,+48 513 076 362,54
Cyprian,Minta,Brzoskwiniowa,99,Ciechanów,887 007 989,54
Marianna,Kapinos,Urocza,110,Myszków,660 039 991,65
Marika,Figat,Chełmońskiego,73,Świdnik,22 764 01 11,22
Kazimierz,Mazik,Bolesława Chrobrego,158,Skarżysko-Kamienna,788 364 788,36
Monika,Bubak,Opolska,26,Rumia,665 392 833,57
Iwo,Bystroń,Lipowa,142,Płock,+48 781 411 335,54
Kamila,Tadla,Nadrzeczna,136,Malbork,+48 691 656 470,23
Ewa,Ufnal,Złota,129,Płońsk,799 864 548,50
Marek,Jamroży,Szeroka,63,Lubliniec,+48 880 886 823,31
Patryk,Kafel,Piekarska,122,Kielce,32 536 07 04,29
Anastazja,Przewoźnik,Górska,11,Racibórz,+48 694 660 333,49
Mieszko,Pajdak,Liliowa,96,Ostróda,727 818 453,66
Paweł,Podsiadła,Owocowa,118,Bielawa,+48 532 835 784,43
Artur,Kozdra,Promienna,90,Kędzierzyn-Koźle,+48 731 594 557,71
Liwia,Iwańczyk,Konwaliowa,32,Piaseczno,728 792 223,38
Bruno,Oleksiuk,Wspólna,90,Czeladź,+48 660 152 830,58
Adam,Gadzała,Wypoczynkowa,71,Koło,732 988 276,49
Piotr,Hartman,Malczewskiego,157,Zamość,519 917 933,74
Artur,Lemieszek,Dobra,62,Jelenia Góra,+48 570 188 690,21
Karol,Słabosz,Wczasowa,41,Krotoszyn,518 146 068,25
Maurycy,Baka,Kaszubska,21,Czechowice-Dziedzice,601 216 316,36
Ksawery,Sip,Korfantego,73,Knurów,+48 607 595 560,43
Kornel,Szymocha,Konstytucji 3 Maja,105,Białogard,734 960 873,31
Alex,Cuch,Malinowa,12,Września,22 511 99 23,70
Maurycy,Friedrich,Ptasia,81,Bydgoszcz,+48 797 354 208,51
Konstanty,Sobolak,Kraszewskiego,25,Chorzów,+48 726 716 054,36
Ksawery,Tyniec,Sosnowa,144,Bartoszyce,+48 698 678 450,63
Ida,Franik,Czarnieckiego,29,Ostróda,+48 737 104 516,76
Juliusz,Zbroszczyk,Szeroka,54,Mińsk Mazowiecki,+48 735 776 905,53
Tobiasz,Kroczak,Sarnia,64,Turek,+48 511 464 068,59
